Unique ID,Batch ID,Recipe Name,Batch Start Time,Batch End Time,Duration,Dosing Accuracy,Production Line,ASA-D to Melt Tank (kg),NaOH to Melt Tank (kg),EDTA to Hold Tank (kg),EHDP to Hold Tank (kg),Betaine (kg),AOS (kg),Soap to Mixer (kg),Brine (kg),Mixture TO Mixer (kg),FC AITD (kg),FC Water (kg),DPG Dosage (kg),"Melt Temp, (max) (ｰC)",NaOH %CV (average),Average Naoh flow rate (kg/min),Batch time [min],Rework Used (kg),Average Mixture flow rate,F/C temperature,F/C temperature (Max) (ｰC),Mixture Pump speed (average) (%),Mixture Source,Total Preps Charge Time,F/C Time,Dry Time (after Mixture-Transfer to),Total mixer cycle time,Temp after FC (ｰC) (after Steam Out),Temp at end of mix time (ｰC),Temp at drop (ｰC),Mixture mixer agitator speed,Amps at end of mix time ,Load after FC (Amps) (after Steam Out),Mixer Water Addition,Mixer Air Flow In Average,Glycol Outlet Temp (ｰC),Roll Speed (RPM),Glycol Flow  (mｳ/h),Glycol Valve Output (%),Free fatty acid,Active,Approved,Speed (rpm)+D56,Average Head Pressure (bar),Color L,Color A,Color B,pH,Moisture
4269,A2-15,Recipe_A,2019-05-16 16:36:31,2019-05-16 19:56:51,200.33,0.32,LINE_2,529.0,38.53,2.11,0.95,326.53,,335.61,,2955.0,205.0,213.9,,117.08,23.1,4.77,99.32,353.5,167.04,188.44,209.79,50.82,A1_STRIPPER_OUT,10.0,17.97,12.62,56.3,119.19,115.16,115.92,85.0,124.59,121.35,,13.36,17.41,-4.36,3.77,45.99,,26.43,YES,28.14,0.0,5.85,89.47,890.0,4.702,7.07
4270,A2-16,Recipe_A,2019-05-16 18:15:50,2019-05-16 21:15:12,179.37,0.37,LINE_2,527.0,38.39,2.08,0.95,330.6,,335.67,,2990.0,207.0,217.5,,118.23,23.54,4.79,70.23,353.0,138.21,185.01,202.01,56.78,A2_STRIPPER_OUT,10.05,21.75,12.67,56.23,118.09,115.88,116.03,85.0,122.04,122.89,,13.47,14.67,-4.07,3.77,45.97,,27.49,YES,27.68,5.22,5.87,88.3,820.0,4.717,7.01
4271,A2-17,Recipe_A,2019-05-16 19:26:04,2019-05-16 22:27:33,181.48,0.42,LINE_2,526.0,38.54,2.11,0.95,334.33,,335.61,,2970.0,206.0,213.4,,119.37,23.93,4.76,78.65,352.0,168.16,167.76,191.35,51.57,A1_STRIPPER_OUT,9.85,17.97,13.18,55.2,119.58,115.49,115.77,85.0,127.24,122.85,,13.44,17.71,-4.2,3.77,38.65,,26.72,YES,27.1,5.14,5.21,88.74,840.0,4.721,7.05
4272,A2-02,Recipe_A,2019-05-16 20:44:43,2019-05-16 23:44:24,179.68,0.36,LINE_2,528.5,38.54,2.08,0.95,333.43,,334.86,,2998.0,208.6,218.3,,118.39,23.71,4.77,74.17,348.0,135.32,172.74,198.2,56.75,A2_STRIPPER_OUT,9.83,22.3,12.97,61.17,118.33,115.97,116.31,85.0,120.43,124.15,,13.09,18.0,-4.1,3.77,38.42,,27.18,YES,27.76,6.41,5.93,88.99,930.0,4.698,7.06
4273,A2-03,Recipe_A,2019-05-16 22:06:21,2019-05-17 01:05:02,178.68,0.38,LINE_2,526.5,38.51,2.1,0.95,336.1,,335.04,,2960.0,205.4,213.8,,117.34,23.08,4.77,63.02,349.0,167.27,185.62,205.26,50.56,A1_STRIPPER_OUT,10.0,17.93,13.55,59.65,119.24,115.25,116.36,85.0,121.75,119.62,,12.69,18.4,-4.87,3.77,37.55,,26.81,YES,27.3,0.0,5.94,88.45,790.0,4.706,7.05
4274,A2-04,Recipe_A,2019-05-16 23:09:22,2019-05-17 02:30:21,200.98,0.14,LINE_2,530.5,38.44,2.1,0.95,329.78,,335.04,,2960.0,205.8,218.5,,118.82,24.34,4.75,82.15,348.5,147.67,179.33,207.13,56.08,A2_STRIPPER_OUT,10.07,20.17,12.75,60.17,117.08,115.25,115.36,85.0,112.0,115.07,,12.57,18.77,-4.52,3.77,37.51,,25.89,YES,27.72,0.0,5.45,88.66,790.0,4.831,7.13
4275,A2-05,Recipe_A,2019-05-17 00:31:31,2019-05-17 03:44:30,192.98,0.22,LINE_2,530.5,38.6,2.1,0.95,330.85,,335.61,,2930.0,203.4,213.8,,118.31,23.52,4.78,84.07,347.5,167.9,183.84,213.21,51.67,A1_STRIPPER_OUT,10.05,17.77,12.65,55.57,119.53,115.2,116.72,85.0,120.7,121.54,,12.05,19.35,-4.16,3.77,38.18,,26.27,YES,28.58,6.64,5.97,89.02,790.0,4.744,7.08
4276,A2-06,Recipe_A,2019-05-17 01:55:36,2019-05-17 05:02:59,187.38,0.18,LINE_2,530.0,38.42,2.11,0.95,330.52,,335.11,,2960.0,205.6,218.5,,116.43,23.34,4.77,79.02,380.0,138.83,187.1,205.49,56.45,A2_STRIPPER_OUT,9.55,21.43,12.57,62.45,117.61,115.59,115.75,85.0,115.99,119.99,,12.73,15.47,-4.35,3.77,38.24,,26.27,YES,27.36,5.15,5.97,89.02,820.0,4.744,7.04
4277,A2-07,Recipe_A,2019-05-17 03:14:37,2019-05-17 06:17:02,182.42,0.38,LINE_2,530.0,38.6,2.12,0.95,332.32,,335.17,,2975.0,206.4,213.2,,119.3,23.63,4.77,67.8,76.0,167.5,188.93,209.27,52.06,A1_STRIPPER_OUT,8.98,18.03,12.92,62.27,118.95,115.35,117.61,85.0,119.08,119.42,,11.02,19.97,-4.27,3.77,38.24,,27.64,YES,28.06,0.0,5.5,89.03,820.0,4.772,7.15
4278,A2-08,Recipe_A,2019-05-17 04:27:55,2019-05-17 07:21:46,173.85,0.95,LINE_2,528.5,38.55,2.15,0.95,339.27,,335.11,,2964.0,206.2,218.5,,118.89,23.28,4.78,68.08,75.5,138.16,164.25,188.69,56.54,A2_STRIPPER_OUT,8.83,21.58,14.18,61.47,117.08,114.72,114.8,85.0,114.14,113.32,,12.84,17.93,-4.8,3.77,38.2,,27.09,YES,27.52,5.96,5.22,89.19,850.0,4.766,7.07
4279,A2-09,Recipe_A,2019-05-17 05:38:17,2019-05-17 08:44:23,186.1,0.46,LINE_2,527.0,38.47,2.12,0.95,326.68,,335.61,,2990.0,207.6,213.7,,118.65,23.21,4.79,63.03,67.0,167.65,178.23,200.99,52.05,A1_STRIPPER_OUT,8.8,18.08,13.1,76.73,119.48,114.96,115.46,85.0,119.33,120.12,,12.08,17.71,-4.49,3.77,37.89,,27.26,YES,27.1,5.29,5.66,89.4,830.0,4.747,7.03
4280,A2-10,Recipe_A,2019-05-17 06:41:19,2019-05-17 10:21:41,220.37,0.63,LINE_2,526.5,38.46,2.14,0.95,326.73,,335.17,,2928.0,203.4,218.5,,118.53,22.66,4.77,68.75,206.5,136.83,179.65,203.02,56.52,A2_STRIPPER_OUT,9.57,21.53,12.62,56.15,117.17,114.87,115.37,85.0,116.05,118.28,,13.62,17.83,-4.42,3.77,37.89,,26.82,YES,26.51,5.93,5.81,88.99,850.0,4.8260000000000005,7.01
4281,A2-11,Recipe_A,2019-05-17 07:52:10,2019-05-17 12:17:12,265.03,0.17,LINE_2,528.5,38.51,2.09,0.95,329.32,,335.54,,2915.0,202.0,213.9,,118.56,22.45,4.78,116.7,197.0,167.28,177.6,199.54,51.01,A1_STRIPPER_OUT,9.55,17.75,12.65,53.17,118.95,115.3,116.1,85.0,119.98,123.15,,13.74,16.37,-4.57,3.77,37.05,,27.49,YES,24.74,5.54,5.22,89.21,780.0,4.806,7.15
4282,A2-12,Recipe_A,2019-05-17 12:23:41,2019-05-17 14:42:25,138.73,0.23,LINE_2,529.0,38.52,2.09,0.95,331.27,,335.23,,2930.0,203.2,217.7,,118.41,31.27,4.74,78.37,202.5,136.67,186.17,210.27,56.46,A2_STRIPPER_OUT,11.78,21.55,12.93,58.5,117.32,115.01,115.66,85.0,121.45,123.81,,13.65,17.13,-4.55,3.77,37.3,,27.68,YES,21.49,5.84,5.71,88.41,820.0,4.723,7.02
4283,A2-13,Recipe_A,2019-05-17 13:42:03,2019-05-17 16:00:12,138.15,0.44,LINE_2,530.0,38.5,2.06,0.95,330.67,,335.23,,2980.0,206.6,213.4,,118.45,26.6,4.75,59.8,197.5,167.09,161.88,185.86,51.48,A1_STRIPPER_OUT,9.85,18.08,13.65,53.15,119.29,115.06,116.03,85.0,120.0,123.33,,13.16,20.28,-4.87,3.77,38.15,,27.55,YES,25.74,6.48,5.98,89.76,820.0,4.7780000000000005,7.08
4284,A2-14,Recipe_A,2019-05-17 15:12:29,2019-05-17 17:26:53,134.4,0.39,LINE_2,524.0,38.5,2.11,0.95,327.85,,335.11,,3000.0,207.8,217.8,,118.88,24.71,4.69,50.67,197.0,135.5,192.74,210.75,56.71,A2_STRIPPER_OUT,9.85,22.23,12.73,57.88,117.51,115.78,116.51,85.0,120.5,123.19,,12.79,19.28,-4.48,3.77,37.8,,27.55,YES,26.84,6.39,5.98,89.76,760.0,4.7780000000000005,7.07
4285,A2-15,Recipe_A,2019-05-17 16:35:49,2019-05-17 18:47:19,131.5,0.69,LINE_2,527.5,38.48,2.05,0.95,325.03,,335.11,,2965.0,205.8,213.8,,118.69,24.85,4.69,50.48,197.5,167.14,170.34,198.3,51.32,A1_STRIPPER_OUT,9.48,18.0,12.62,54.42,118.9,115.3,115.78,85.0,120.94,120.32,,13.49,17.88,-4.77,3.77,38.38,,27.32,YES,25.07,0.0,5.91,88.26,780.0,4.673,6.96
4286,A2-16,Recipe_A,2019-05-17 17:26:39,2019-05-17 20:01:47,155.13,0.23,LINE_2,530.0,38.45,2.1,0.95,328.3,,335.48,,2966.0,205.8,218.5,,119.2,25.02,4.7,57.18,201.5,137.87,186.12,203.15,56.47,A2_STRIPPER_OUT,9.58,21.77,13.12,57.1,117.41,115.49,115.49,85.0,117.76,118.89,,12.34,19.74,-4.48,3.77,38.15,,27.03,YES,24.64,4.93,5.87,88.53,740.0,4.755,7.08
4287,A2-01,Recipe_A,2019-05-17 20:09:10,2019-05-17 23:01:42,172.53,0.56,LINE_2,525.0,38.56,2.07,0.95,333.68,,334.92,,2944.0,204.4,218.1,,118.91,25.51,4.69,67.83,204.5,134.34,178.5,191.29,56.68,A2_STRIPPER_OUT,9.88,22.02,13.3,58.15,117.03,115.44,115.32,85.0,119.01,121.45,,13.57,19.67,-4.23,3.77,37.1,,27.28,YES,22.74,6.11,5.65,88.92,800.0,4.717,7.05
4288,A2-02,Recipe_A,2019-05-17 21:17:00,2019-05-18 00:07:18,170.3,0.23,LINE_2,531.5,38.46,2.1,0.95,331.27,,335.17,,2984.0,204.6,218.5,,119.88,26.91,4.87,77.35,198.0,129.25,192.65,213.8,56.78,A2_STRIPPER_OUT,9.6,23.08,13.1,61.07,117.56,115.73,115.73,85.0,117.21,119.49,,13.05,16.96,-4.0,3.77,38.38,,27.34,YES,25.35,6.02,6.03,88.86,-1090.0,4.723,7.04
4289,A2-03,Recipe_A,2019-05-17 22:34:21,2019-05-18 01:50:17,195.93,0.26,LINE_2,529.5,38.56,2.1,0.95,332.9,,335.54,,2978.0,206.6,218.4,,118.8,24.75,4.71,62.65,199.5,133.08,165.27,186.08,56.74,A2_STRIPPER_OUT,9.63,22.52,12.6,59.55,117.17,115.83,115.96,85.0,117.17,119.64,,13.15,17.58,-4.5,3.77,37.29,,27.83,YES,25.61,5.91,5.4,89.71,950.0,4.7330000000000005,7.2
4290,A2-04,Recipe_A,2019-05-17 23:37:00,2019-05-18 02:49:44,192.73,0.2,LINE_2,527.5,38.45,2.11,0.95,328.25,,335.11,,2938.0,204.8,218.5,,119.39,25.1,4.69,98.43,195.5,124.72,155.49,197.82,56.85,A2_STRIPPER_OUT,9.18,23.95,12.67,57.93,117.22,115.64,116.05,85.0,117.25,118.31,,13.34,16.82,-5.17,3.77,38.75,,27.51,YES,25.64,5.69,6.04,89.81,800.0,4.754,6.99
4291,A2-05,Recipe_A,2019-05-18 01:15:26,2019-05-18 05:06:40,231.23,0.12,LINE_2,529.0,38.4,2.1,0.95,329.82,,335.11,,2964.0,205.4,217.7,,119.1,25.66,4.68,58.7,105.0,135.27,197.47,212.56,56.46,A2_STRIPPER_OUT,9.07,21.87,14.12,64.65,117.46,115.35,115.79,85.0,116.51,117.08,,12.72,20.4,-4.8,3.77,37.13,,27.08,YES,23.95,6.11,5.38,88.72,770.0,4.8180000000000005,7.13
4292,A2-06,Recipe_A,2019-05-18 02:14:08,2019-05-18 06:18:14,244.1,0.17,LINE_2,526.0,38.5,2.1,0.95,329.42,,335.54,,2964.0,204.2,218.0,,119.85,45.14,1.11,129.8,100.5,128.52,206.18,217.27,56.65,A2_STRIPPER_OUT,9.05,23.0,12.72,71.3,117.51,115.4,116.7,85.0,119.16,115.63,,9.26,19.09,-4.69,3.77,38.35,,27.74,YES,26.83,0.0,5.46,89.88,910.0,4.816,7.04
4293,A2-07,Recipe_A,2019-05-18 05:05:27,2019-05-18 07:55:45,170.3,0.57,LINE_2,532.0,38.5,2.07,0.95,326.17,,335.11,,2972.0,206.6,218.4,,119.61,26.38,4.68,57.93,100.0,134.72,170.53,188.61,56.8,A2_STRIPPER_OUT,9.3,22.12,12.63,59.48,117.51,115.68,115.6,85.0,118.3,119.36,,12.52,19.29,-4.8,3.77,37.23,,27.18,YES,26.83,0.0,5.46,88.58,880.0,4.7669999999999995,6.99
4294,A2-08,Recipe_A,2019-05-18 06:03:23,2019-05-18 09:18:24,195.02,0.38,LINE_2,529.0,38.5,2.08,0.95,326.23,,335.54,,2936.0,203.0,219.6,,119.6,26.24,4.89,75.3,102.5,110.16,190.86,215.58,48.48,A2_STRIPPER_OUT,8.95,26.78,12.62,65.28,116.02,115.06,116.15,85.0,116.17,116.34,,11.81,19.22,-4.92,3.77,38.41,,27.9,YES,27.41,0.0,5.41,89.92,930.0,4.782,7.11
4295,A2-09,Recipe_A,2019-05-18 07:19:13,2019-05-18 11:01:10,221.95,0.59,LINE_2,529.5,38.45,2.07,0.95,335.7,,335.61,,2984.0,207.2,218.5,,119.28,26.0,4.89,75.63,97.0,134.03,161.85,194.63,56.64,A2_STRIPPER_OUT,9.07,22.42,12.62,63.97,117.22,115.44,115.58,85.0,118.51,116.5,,13.86,19.2,-4.33,3.77,37.44,,27.09,YES,25.83,6.26,4.87,89.29,-1160.0,4.772,7.06
4296,A2-10,Recipe_A,2019-05-18 09:11:58,2019-05-18 12:01:22,169.4,0.26,LINE_2,528.5,38.53,2.11,0.95,331.9,,335.11,,2946.0,205.2,218.6,,119.11,25.79,4.67,67.07,101.5,124.93,183.91,210.82,56.93,A2_STRIPPER_OUT,9.22,23.7,12.9,57.4,117.03,115.59,115.91,85.0,117.31,117.83,,13.03,17.21,-5.04,3.77,38.9,,26.25,YES,26.13,6.13,5.42,88.15,680.0,4.744,7.1
4297,A2-11,Recipe_A,2019-05-18 11:06:49,2019-05-18 13:53:16,166.45,0.78,LINE_2,528.0,38.51,2.15,0.95,336.15,,334.92,,2970.0,206.2,218.1,,118.68,25.79,4.7,49.08,95.0,135.96,195.12,207.08,56.55,A2_STRIPPER_OUT,9.05,21.87,12.62,61.05,117.08,115.01,115.38,85.0,114.82,117.97,,12.69,18.31,-4.96,3.77,37.43,,26.37,YES,26.2,6.12,5.8,88.06,820.0,4.776,7.03
4298,A2-12,Recipe_A,2019-05-18 12:07:39,2019-05-18 15:12:28,184.82,0.64,LINE_2,526.5,38.45,2.09,0.95,339.02,,335.29,,2938.0,204.0,218.6,,119.36,25.86,4.88,66.7,100.5,128.47,189.26,205.91,56.74,A2_STRIPPER_OUT,9.13,22.85,12.83,57.03,116.55,114.58,114.71,85.0,115.67,116.41,,13.08,18.8,-4.42,3.77,38.59,,27.01,YES,26.53,6.49,5.73,88.7,810.0,4.812,6.98
4299,A2-13,Recipe_A,2019-05-18 14:17:52,2019-05-18 17:26:37,188.75,0.46,LINE_2,531.0,38.52,2.12,0.95,333.32,,335.36,,2964.0,205.8,218.7,,118.77,24.46,4.71,47.35,104.0,134.3,198.27,211.59,56.66,A2_STRIPPER_OUT,9.1,22.03,13.27,57.05,117.03,115.06,115.09,85.0,116.02,117.94,,13.4,19.32,-5.25,3.77,38.39,,26.78,YES,23.21,0.0,5.99,88.61,830.0,4.6930000000000005,7.08
4300,A2-14,Recipe_A,2019-05-18 15:33:05,2019-05-18 18:49:23,196.3,0.59,LINE_2,527.5,38.41,2.08,0.95,335.92,,335.04,,2946.0,203.6,218.5,,118.56,24.87,4.68,78.33,99.5,128.82,177.0,200.18,56.63,A2_STRIPPER_OUT,9.18,22.85,13.32,60.5,116.93,115.01,115.25,85.0,115.85,115.94,,12.78,17.74,-4.39,3.77,38.22,,27.08,YES,25.97,5.75,5.75,89.11,-1010.0,4.753,7.02
4301,A2-15,Recipe_A,2019-05-18 18:32:05,2019-05-18 20:40:48,128.72,0.15,LINE_2,528.0,38.47,2.11,0.95,329.65,,335.11,,2982.0,206.2,217.7,,119.04,24.84,4.69,46.4,97.5,133.78,183.83,202.16,56.68,A2_STRIPPER_OUT,10.97,22.33,14.25,59.3,117.08,115.44,115.43,85.0,117.1,119.98,,13.75,20.1,-4.87,3.77,38.25,,27.42,YES,24.2,0.0,6.26,88.27,890.0,4.751,6.98
4302,A2-16,Recipe_A,2019-05-18 19:18:29,2019-05-18 21:55:36,157.12,0.1,LINE_2,528.5,38.49,2.09,0.95,330.62,,335.23,,2944.0,203.6,218.2,,119.42,25.15,4.91,59.35,103.5,127.01,186.68,206.89,56.66,A2_STRIPPER_OUT,8.95,23.3,12.8,57.28,117.03,115.11,115.05,85.0,117.04,116.13,,13.7,17.79,-4.91,3.77,37.94,,27.46,YES,25.91,6.01,6.16,88.94,830.0,4.746,6.98
4303,A2-01,Recipe_A,2019-05-18 21:28:00,2019-05-18 23:48:55,140.92,0.52,LINE_2,525.5,38.55,2.08,0.95,325.88,,335.04,,2976.0,206.6,218.5,,119.24,25.86,4.68,46.42,102.0,138.54,177.94,199.95,56.73,A2_STRIPPER_OUT,9.12,21.6,12.6,64.23,117.37,115.35,115.88,85.0,117.57,117.64,,13.68,15.67,-4.7,3.77,37.72,,27.26,YES,26.2,5.11,5.94,88.69,790.0,4.6739999999999995,6.98
4304,A2-02,Recipe_A,2019-05-18 22:14:25,2019-05-19 00:47:06,152.68,0.37,LINE_2,529.5,38.49,2.13,0.95,330.78,,335.11,,2942.0,205.2,218.5,,119.24,25.76,4.7,64.0,104.0,126.79,186.52,210.76,56.72,A2_STRIPPER_OUT,9.07,23.3,13.07,58.18,116.98,114.96,115.65,85.0,116.59,116.47,,13.62,17.25,-4.74,3.77,38.42,,27.26,YES,26.64,0.0,5.89,88.77,-1100.0,4.678999999999999,7.07
4305,A2-03,Recipe_A,2019-05-18 23:25:44,2019-05-19 02:14:11,168.43,0.26,LINE_2,528.0,38.54,2.13,0.95,330.27,,334.98,,2985.0,207.0,213.7,,119.14,24.91,4.69,55.33,99.0,167.82,180.29,207.38,51.45,A1_STRIPPER_OUT,8.92,18.12,12.67,66.52,118.76,115.11,117.88,85.0,117.14,117.15,,11.78,19.55,-5.27,3.77,39.08,,26.57,YES,26.2,6.8,5.3,88.58,-1040.0,4.819,7.14
4306,A2-04,Recipe_A,2019-05-19 00:21:04,2019-05-19 03:14:09,173.08,0.39,LINE_2,530.5,38.55,2.1,0.95,324.77,,335.11,,2974.0,206.0,217.6,,119.04,25.89,4.7,70.52,101.0,134.29,185.58,206.27,56.7,A2_STRIPPER_OUT,9.18,22.15,12.7,59.43,117.41,115.3,115.53,85.0,117.78,117.22,,12.78,19.45,-4.76,3.77,38.4,,26.44,YES,27.69,0.0,5.46,88.93,960.0,4.835,7.02
4307,A2-05,Recipe_A,2019-05-19 01:31:35,2019-05-19 04:35:32,183.95,0.12,LINE_2,528.5,38.54,2.1,0.95,329.23,,335.17,,2965.0,206.0,213.8,,119.03,25.83,4.67,65.73,107.0,167.37,169.56,188.89,50.06,A1_STRIPPER_OUT,9.23,17.93,12.6,56.42,118.47,115.2,115.82,85.0,117.9,116.57,,12.34,20.9,-4.8,3.77,38.51,,27.33,YES,27.62,0.0,5.26,89.86,810.0,4.822,7.14
4308,A2-06,Recipe_A,2019-05-19 02:37:19,2019-05-19 05:40:24,183.08,0.37,LINE_2,526.0,38.5,2.09,0.95,333.73,,335.11,,2982.0,206.8,217.9,,118.5,25.29,4.67,83.9,103.0,135.98,190.43,209.2,56.62,A2_STRIPPER_OUT,9.02,22.02,13.45,64.22,117.51,115.16,116.28,85.0,115.49,117.29,,11.95,20.05,-4.7,3.77,38.37,,27.64,YES,28.3,0.0,5.57,90.29,890.0,4.864,6.97
4309,A2-07,Recipe_A,2019-05-19 04:01:13,2019-05-19 07:05:39,184.43,0.38,LINE_2,531.0,38.55,2.09,0.95,327.12,,335.11,,2985.0,207.2,213.7,,118.89,25.75,4.68,59.2,99.5,167.08,165.5,187.42,51.38,A1_STRIPPER_OUT,9.15,18.03,12.67,60.92,118.86,115.54,116.34,85.0,121.22,122.39,,12.93,21.17,-4.6,3.77,38.32,,27.86,YES,27.33,6.41,5.42,89.53,830.0,4.809,7.07
4310,A2-08,Recipe_A,2019-05-19 05:00:25,2019-05-19 08:18:53,198.47,0.56,LINE_2,530.5,38.52,2.16,0.95,329.2,,335.11,,3008.0,208.2,217.8,,118.84,26.15,4.7,87.28,105.0,132.7,170.74,210.53,56.8,A2_STRIPPER_OUT,9.0,22.77,13.02,62.42,117.56,115.54,117.32,85.0,117.99,119.13,,11.87,19.05,-4.6,3.77,38.51,,27.02,YES,26.73,6.33,5.55,88.18,960.0,4.742,7.06
4311,A2-09,Recipe_A,2019-05-19 06:27:42,2019-05-19 09:49:38,201.93,0.35,LINE_2,527.5,38.48,2.11,0.95,333.93,,335.11,,2985.0,206.8,213.5,,118.48,25.74,4.7,72.07,90.5,167.99,171.8,195.66,52.54,A1_STRIPPER_OUT,9.03,17.92,14.7,57.43,118.76,115.4,116.74,85.0,117.79,117.03,,12.69,20.44,-4.49,3.77,37.48,,27.5,YES,26.17,0.0,5.25,89.51,900.0,4.8069999999999995,7.06
4312,A2-10,Recipe_A,2019-05-19 07:39:46,2019-05-19 11:20:59,221.22,0.37,LINE_2,530.5,38.49,2.11,0.95,331.37,,337.8,,2930.0,203.2,218.1,,118.75,25.71,4.69,95.63,104.0,136.47,175.04,196.35,56.39,A2_STRIPPER_OUT,9.08,21.6,12.62,69.57,117.41,114.63,115.45,85.0,115.04,116.07,,9.37,19.81,-4.98,1.98,38.88,,27.38,YES,25.2,6.23,5.7,88.71,750.0,4.783,7.08
4313,A2-11,Recipe_A,2019-05-19 09:45:27,2019-05-19 14:00:11,254.73,0.26,LINE_2,530.0,38.49,2.11,0.95,328.85,,335.23,,2880.0,200.0,213.7,,118.76,26.19,4.68,53.42,119.5,166.9,160.06,192.57,51.21,A1_STRIPPER_OUT,10.83,17.52,18.9,62.03,118.18,115.25,115.83,85.0,120.96,122.53,,13.94,17.66,-4.58,3.77,37.75,,27.43,YES,21.4,5.51,5.89,88.19,710.0,4.702,6.92
4314,A2-12,Recipe_A,2019-05-19 15:20:11,2019-05-19 17:44:08,143.95,0.53,LINE_2,529.5,38.47,2.07,0.95,325.78,,335.17,,2886.0,200.6,218.4,,118.08,25.52,4.7,81.6,148.5,135.58,180.84,203.85,56.7,A2_STRIPPER_OUT,12.17,21.37,13.17,58.72,116.45,114.58,115.03,85.0,118.14,118.33,,13.32,18.72,-5.2,3.77,37.66,,27.34,YES,17.87,5.93,5.68,88.62,740.0,4.814,7.03
4315,A2-13,Recipe_A,2019-05-19 16:51:11,2019-05-19 18:56:31,125.32,0.2,LINE_2,528.0,38.49,2.11,0.95,328.7,,335.11,,2940.0,203.8,213.2,,119.12,25.45,4.9,65.67,149.0,166.5,160.32,195.38,51.16,A1_STRIPPER_OUT,9.57,17.9,12.6,53.97,118.66,115.44,116.44,85.0,119.35,120.65,,11.56,19.29,-4.36,3.77,38.18,,26.52,YES,24.57,0.0,5.69,88.19,670.0,4.836,7.06
4316,A2-14,Recipe_A,2019-05-19 18:08:34,2019-05-19 20:24:52,136.3,0.26,LINE_2,528.5,38.43,2.08,0.95,330.47,,335.67,,2962.0,205.8,218.4,,123.0,25.18,4.67,75.6,147.5,139.17,191.47,210.01,56.54,A2_STRIPPER_OUT,12.0,21.4,12.75,58.68,117.37,114.96,114.82,85.0,115.79,118.38,,12.69,18.59,-4.54,3.77,37.9,,26.16,YES,25.46,0.0,5.61,88.02,790.0,4.82,7.09
4317,A2-15,Recipe_A,2019-05-19 19:54:31,2019-05-19 22:00:28,125.95,0.31,LINE_2,528.0,38.56,2.08,0.95,331.63,,335.67,,2995.0,207.6,214.4,,119.07,24.1,4.69,56.78,149.0,182.98,154.32,184.38,54.53,A1_STRIPPER_OUT,9.35,16.67,12.62,51.95,118.86,115.44,116.04,85.0,120.4,121.43,,12.79,17.6,-5.27,3.77,37.71,,26.86,YES,24.07,0.0,5.67,90.23,750.0,4.83,7.03
4318,A2-01,Recipe_A,2019-05-19 21:18:38,2019-05-20 00:15:59,177.35,0.06,LINE_2,529.0,38.52,2.1,0.95,329.88,,335.17,,2966.0,206.2,217.9,,119.67,25.4,4.89,61.97,153.0,127.35,187.67,206.13,56.86,A2_STRIPPER_OUT,9.27,23.63,14.67,60.17,117.41,115.3,115.73,85.0,118.95,119.59,,14.11,18.41,-4.95,3.77,37.24,,27.25,YES,23.38,5.96,5.5,89.22,830.0,4.92,7.11
4319,A2-02,Recipe_A,2019-05-19 22:20:36,2019-05-20 01:38:58,198.37,0.17,LINE_2,528.0,38.46,2.1,0.95,331.62,,335.17,,2950.0,203.6,214.0,,119.42,24.9,4.69,87.13,147.5,158.54,192.84,214.46,52.13,A1_STRIPPER_OUT,9.35,18.82,12.85,53.83,118.71,115.49,115.89,85.0,121.27,119.34,,13.82,18.13,-4.54,3.77,38.48,,26.22,YES,25.59,5.47,5.84,88.74,890.0,4.705,7.02
4320,A2-03,Recipe_A,2019-05-19 23:50:57,2019-05-20 03:21:25,210.47,0.68,LINE_2,529.5,38.49,2.06,0.95,335.88,,335.11,,2982.0,207.2,217.9,,118.14,24.97,4.7,91.68,152.0,126.4,181.0,203.76,56.86,A2_STRIPPER_OUT,18.17,23.78,13.38,69.75,117.56,115.44,115.85,85.0,119.9,120.4,,13.61,20.53,-4.5,3.77,37.23,,27.23,YES,25.03,6.29,5.92,88.75,940.0,4.713,6.98
4321,A2-04,Recipe_A,2019-05-20 01:22:38,2019-05-20 04:43:13,200.58,0.37,LINE_2,529.0,38.47,2.13,0.95,327.98,,335.11,,2940.0,201.2,213.5,,119.21,26.36,4.87,90.47,146.0,159.2,152.87,173.16,52.3,A1_STRIPPER_OUT,9.18,18.68,12.82,56.47,118.81,115.49,116.7,85.0,119.56,121.67,,12.32,20.63,-5.0,3.77,38.5,,26.73,YES,25.24,6.64,5.94,88.97,860.0,4.718999999999999,7.11
4322,A2-05,Recipe_A,2019-05-20 03:28:02,2019-05-20 06:09:19,161.28,0.3,LINE_2,527.0,38.53,2.08,0.95,330.82,,335.11,,2980.0,207.0,218.3,,118.9,25.62,4.68,66.7,50.0,125.18,171.06,197.4,56.94,A2_STRIPPER_OUT,9.07,24.05,12.18,63.15,116.79,115.11,117.99,85.0,118.7,118.71,,12.28,11.38,-4.77,3.77,37.78,,26.7,YES,22.63,4.57,5.53,88.09,810.0,4.784,7.14
